Recipe_id,alcohol,energia,grasa,proteina,agua,fibra,carbohidratos,ácido graso 22:6 n-3 (ácido docosahexaenóico),"ácidos grasos, monoinsaturados totales","ácidos grasos, poliinsaturados totales",ácidos grasos saturados totales,ácido graso 12:0 (láurico),ácido graso 14:0 (ácido mirístico),ácido graso 16:0 (ácido palmítico),ácido graso 18:0 (ácido esteárico),ácido graso 18:1 n-9 cis (ácido oléico),colesterol,ácido graso 18:2,ácido graso 18:3,ácido graso 20:4 n-6  (ácido araquidónico),ácido graso 20:5 (ácido eicosapentaenóico),Vitamina A equivalentes de retinol de actividades de retinos y carotenoides,Vitamina D,Viamina E equivalentes de alfa tocoferol de actividades de vitámeros E,"folato, total","equivalentes de niacina, totales",riboflavina,tiamina,Vitamina B-12,"Vitamina B-6, Total",Vitamina C (ácido ascórbico),calcio,"hierro, total",potasio,magnesio,sodio,fósforo,ioduro,"selenio, total",zinc (cinc),Total_Grams
6719,6.7,2113.672392,118.375114,131.31536,809.909206,4.469406,119.286354,0.0,41.908357,14.18138,45.837126,0.0,0.0,0.0,0.0,0.0,2.45785,0.0,0.0,0.0,0.0,0.002137,1.2e-05,0.00907,0.000341,0.042036,0.003683,0.00142,1.8e-05,0.001463,0.0554,2.009328,0.321754,4.247202,0.190573,6.907383,2.499029,0.000219,8.7e-05,0.01518,1209.86922
6744,0.0,3589.69,207.134,172.422,1438.092,12.72,256.2269,0.0,60.1479,7.7877,125.7163,1.001,3.215,8.448,2.655,6.696,1.0987,0.6364,0.1454,0.0,0.0,0.002272,1.6e-05,0.007424,0.000257,0.021184,0.002604,0.000686,1.2e-05,0.001304,0.00134,4.93659,0.010545,2.10913,0.28978,4.183903,3.52877,0.000142,9.2e-05,0.019023,2143.0
6773,0.0,2090.159287,135.965267,114.292,693.459753,10.25,101.75,0.00068,84.302864,26.31105,23.115795,0.00153,0.026705,14.241583,2.825868,68.966029,0.36938,11.469141,0.732396,0.00731,0.00068,0.000338,1.8e-05,0.020574,0.000181,0.050302,0.000823,0.000672,2e-06,0.003112,0.102685,0.13546,0.007804,3.90794,0.23578,1.75691,1.31465,5.6e-05,0.000229,0.00437,1060.75302
6777,0.0,1198.903625,40.820937,127.562342,773.015992,9.135188,76.926002,0.0,13.232675,8.741911,10.696624,0.0,0.0,0.0,0.0,0.0,1.287295,0.0,0.0,0.0,0.0,0.000775,5e-06,0.006062,0.000311,0.028827,0.001924,0.00072,1.1e-05,0.001338,0.086137,0.465751,0.014539,2.293925,0.202996,5.495211,1.628131,0.000146,0.000277,0.006129,1041.4838
6784,0.0,2476.7,83.545,46.955,712.755,21.395,381.175,0.0,25.62675,5.3835,47.58325,0.0,0.0,0.0,0.0,0.0,0.633,0.0,0.0,0.0,0.0,0.001046,1.7e-05,0.006125,0.000251,0.008335,0.001053,0.000774,3e-06,0.001302,0.1652,1.1997,0.443872,4.9791,0.14525,1.21585,1.1505,5.6e-05,3.5e-05,0.004329,1250.0
6787,0.0,456.289686,15.864603,28.684048,509.311032,14.584048,48.487897,0.0,5.39719,2.510294,4.187341,0.0,0.0,0.0,0.0,0.0,0.5071,0.0,0.0,0.0,0.0,0.000265,2e-06,0.001598,9.5e-05,0.005912,0.001197,0.000385,4e-06,0.000391,0.034199,0.755354,0.012623,1.164232,0.080509,0.339266,0.578463,8.4e-05,2.7e-05,0.003667,604.20635
6792,21.45,195.95,2.0805,1.032625,282.146,0.228,5.623,0.0,1.4245,0.2536,0.3487,0.0,0.0002,0.28,0.055,1.3832,0.0,0.2256,0.0138,0.0,0.0,1e-06,0.0,0.000274,8e-06,0.000288,0.000133,6.8e-05,0.0,0.000122,0.01986,0.031261,0.001747,0.33094,0.058809,3.667417,0.061713,5.8e-05,1e-06,0.00034,324.4185
6801,0.0,1663.51,101.054,219.159,2485.75,7.412,17.331,4.12,57.9839,17.2362,16.4691,0.0,0.8068,11.153,2.926,54.89,0.8,5.39,0.679,0.5,0.48,0.002345,0.0,0.024313,0.000484,0.085417,0.002972,0.001105,0.0,0.00327,0.14201,1.65835,0.485072,7.46233,1.07343,1.58208,2.72708,0.003224,0.000491,0.027158,2811.0
6809,0.0,2493.5,90.6972,117.7457,613.9805,8.91,295.49,0.0,28.7557,9.22828,40.8397,0.0,0.0,0.0,0.0,0.0,1.68277,0.0,0.0,0.0,0.0,0.001308,7e-06,0.006523,0.000335,0.020479,0.002973,0.000961,1.3e-05,0.001295,0.022435,1.93409,0.010632,2.24725,0.220708,1.65284,2.6411,0.000133,5.5e-05,0.010642,1150.5
6823,0.0,1009.3,66.62502,37.703,836.7,3.96,64.35,0.0,19.14,1.947,41.91,0.0,0.0,0.0,0.0,0.0,0.2376,0.0,0.0,0.0,0.0,0.000682,2e-06,0.002013,4.6e-05,0.001539,0.002244,0.000495,2e-06,0.000429,0.0726,0.7216,0.00264,1.8326,0.11275,0.31,0.5412,7.8e-05,9e-06,0.002515,1010.0
6835,0.0,68.715,0.49885,5.7188,206.13145,0.07605,10.07155,0.0,0.03975,0.01185,0.05135,0.00991,0.00571,0.02117,0.01008,0.02352,0.003551,0.00714,0.000335,0.0,0.0,1e-06,0.0,5e-05,1.4e-05,0.00022,0.000271,0.000107,0.0,6.3e-05,0.02385,0.18948,0.000235,0.361749,0.021074,0.0769,0.150022,2.7e-05,5e-06,0.000664,225.5
6837,0.0,1402.97,65.7191,25.6311,239.652,3.5,177.063,0.0,20.94215,12.65464,27.8446,0.0,0.0,0.0,0.0,0.0,0.330595,0.0,0.0,0.0,0.0,0.000829,9e-06,0.006395,6.4e-05,0.003706,0.000624,0.000232,2e-06,0.000318,0.001235,0.819785,0.293266,2.67202,0.043755,0.97289,0.68814,6.2e-05,1.9e-05,0.002125,513.5
6842,0.0,235.070368,14.608608,18.986108,232.414408,0.0,6.675352,0.0,5.163268,2.262907,4.032268,0.0,0.0,0.0,0.0,0.0,0.50215,0.0,0.0,0.0,0.0,0.000247,2e-06,0.001451,6.7e-05,0.005112,0.000765,0.000161,3e-06,0.000178,0.000825,0.17087,0.00258,0.346116,0.027734,0.221541,0.333961,3.9e-05,1.7e-05,0.002045,272.67994
6843,0.0,651.107725,55.554291,34.700245,179.172292,0.008025,4.105775,0.0,16.83536,6.649849,28.992267,0.004955,0.002855,0.010585,0.00504,0.01176,0.274346,0.00357,0.000168,0.0,0.0,0.000687,2e-06,0.003334,4.7e-05,0.001544,0.000669,0.000113,3e-06,0.000151,0.000863,1.260379,0.001264,0.341657,0.051697,1.040713,0.797714,3.4e-05,8e-06,0.003703,286.79148
6852,0.0,1705.175963,101.981117,137.75887,1654.067526,0.111417,57.606527,0.0,34.2397,12.93768,35.4442,0.0,0.0,0.0,0.0,0.0,2.85507,0.0,0.0,0.0,0.0,0.001587,1.3e-05,0.008461,0.000412,0.028363,0.005203,0.001191,2.1e-05,0.001152,0.031709,2.191704,0.025153,2.952993,0.22198,1.916287,2.688524,0.000305,0.000108,0.014964,1961.91743
6858,0.0,1861.00159,91.145002,92.375002,721.257616,0.0,165.500381,0.0,27.2415,5.043,50.295,0.0,0.0,0.0,0.0,0.0,1.03575,0.0,0.0,0.0,0.0,0.001128,4e-06,0.00354,0.000164,0.008035,0.002417,0.000501,1e-05,0.000509,0.005,2.81215,0.005805,1.443004,0.1529,2.071743,2.067,0.000128,4.3e-05,0.010335,1095.003
6871,0.0,1049.29245,40.643106,47.425787,394.840364,0.0,123.245487,0.0,11.440319,0.983466,25.489833,0.0,0.0,0.0,0.0,0.0,0.145724,0.0,0.0,0.0,0.0,0.000395,1e-06,0.00103,8e-06,0.000417,0.001422,0.000191,1e-06,9.2e-05,0.004622,1.113517,0.304014,3.025933,0.049916,0.534584,0.674352,5e-05,7e-06,0.001527,606.76657
6873,0.0,1803.78,141.6522,40.4182,137.989,6.894,100.04,0.03,48.25,42.55728,43.0853,0.0,0.0225,4.6875,2.175,9.8475,0.57433,27.5775,1.11,0.0,0.0225,0.000247,2e-06,0.003745,0.000142,0.00875,0.001695,0.000594,3e-06,0.001062,0.0,0.178785,0.011398,1.18811,0.28778,1.68648,0.72075,6.3e-05,4.5e-05,0.006032,429.5
6886,0.0,575.38,1.98,61.658,1208.502,4.62,75.24,0.0,0.2013,0.2607,0.0594,0.0,0.0,0.0,0.0,0.0,0.0198,0.0,0.0,0.0,0.0,5.6e-05,0.0,0.001749,3.9e-05,0.004224,0.001749,0.000594,2e-06,0.000264,0.0363,1.13872,0.00231,2.58764,0.13717,0.46564,0.9438,0.000167,3.1e-05,0.004222,1352.0
6888,0.0,1043.7775,52.4198,14.8443,582.9379,15.93125,127.315325,0.0,11.030275,2.17487,35.27245,0.0,0.0,0.0,0.0,0.0,0.06925,0.0,0.0,0.0,0.0,0.003652,8e-06,0.021573,0.000276,0.004698,0.000614,0.000607,0.0,0.000726,0.128291,0.3521,0.00921,2.00903,0.127826,1.13609,0.452532,3.5e-05,1.5e-05,0.002839,799.5
6892,0.0,1420.799488,64.814572,79.278729,475.207841,134.463057,128.759999,0.0,12.863398,16.306845,20.073881,0.0,0.0,0.0,0.0,0.0,1.00475,0.0,0.0,0.0,0.0,0.000494,5e-06,0.002905,0.000135,0.031555,0.001961,0.000328,7e-06,0.00035,0.001875,0.937602,0.158907,6.086634,0.565947,0.76407,1.176934,8.3e-05,3.4e-05,0.004169,748.16114
6893,0.0,2309.038723,97.108,84.724,999.588,21.42,271.532483,0.0,31.69836,10.94328,40.07428,0.0,0.0,0.0,0.0,0.0,2.07648,0.0,0.0,0.0,0.0,0.001435,1.7e-05,0.008182,0.000404,0.02477,0.00311,0.000939,1.3e-05,0.003647,0.0572,1.160332,0.32117,5.308161,0.30838,1.801291,1.724011,0.000147,7.2e-05,0.009113,1476.60369
6898,0.0,710.20334,9.271154,10.935077,328.268848,18.505385,145.174868,0.0,2.5805,1.987731,2.597577,0.0,0.0,0.0,0.0,0.0,0.25025,0.0,0.0,0.0,0.0,0.000372,1e-06,0.00456,8e-05,0.00624,0.000443,0.000161,2e-06,0.000558,0.93555,0.72293,0.306642,3.379589,0.05235,0.418519,0.550046,1.8e-05,9e-06,0.00273,512.296
6902,22.712,4749.7,336.797,173.039,1369.8608,4.543,217.4979,0.0,82.5428,24.7263,193.9715,0.22,1.855,17.64,7.075,35.44,4.899,76.91,9.85,0.0,0.0,0.003216,2.2e-05,0.019769,0.000764,0.043743,0.005847,0.001344,2.8e-05,0.001908,0.005535,0.849138,0.053638,2.97636,0.416951,2.447078,3.065154,0.000283,0.000179,0.019557,2140.75
6916,0.0,811.953044,48.724164,83.816713,449.149209,0.349665,9.691108,0.016655,19.138431,10.910532,12.329232,0.037474,0.413067,11.383008,2.931899,22.250703,0.412217,9.036592,1.307793,0.179044,0.016655,0.00024,0.0,0.004048,7e-05,0.048993,0.000689,0.000417,2e-06,0.002128,0.04965,0.074237,0.003613,1.22445,0.091015,0.369738,0.70005,3.1e-05,4.3e-05,0.004187,593.64391
6925,0.0,470.904187,34.406956,37.880598,65.9423,0.0,2.665672,0.0,16.852836,3.748869,13.809857,0.032269,0.41829,7.265463,3.619985,10.872991,0.101857,3.796197,0.225651,0.050507,0.0,0.0,0.0,0.000647,1e-06,0.009961,0.00021,0.000463,1e-06,0.000196,0.0,0.025815,0.002946,0.252537,0.014451,1.487164,0.378806,1.5e-05,3e-05,0.001684,142.29851
6932,0.0,882.65,21.3016,31.001,674.175,17.485,138.525,0.0,8.7475,3.528,7.707,0.3003,0.9652,3.5144,0.989,6.85,0.024,0.98052,0.09192,0.0,0.0,0.000187,0.0,0.002714,0.000158,0.012926,0.000462,0.000843,0.0,0.002611,0.156294,0.499455,0.009236,4.50791,0.21099,0.575115,0.665,2.5e-05,2.8e-05,0.00458,887.5
6938,0.0,851.687712,57.369111,27.973359,191.365274,4.32,55.76,0.0,17.153847,5.094082,28.657629,0.0108,0.0228,1.098,0.4116,1.7124,0.574887,1.5096,0.0972,0.0,0.0,0.000603,1.1e-05,0.003028,9.9e-05,0.006772,0.00074,0.000362,3e-06,0.000287,0.0002,0.158803,0.004931,0.408157,0.04639,1.240694,0.410532,3.8e-05,5.6e-05,0.002551,339.79875
6941,0.0,628.34,3.3348,23.74025,1223.994,25.834,123.682,0.0,0.1097,1.1622,0.4093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007462,0.0,0.002951,0.000318,0.010368,0.000972,0.00129,0.0,0.002923,0.27105,0.588728,0.014415,5.59449,0.476346,1.10619,0.4918,5e-05,1.5e-05,0.003377,1407.0
6942,0.0,614.45,55.38,25.4325,310.957,1.437,4.427,0.0,22.3615,6.8075,19.849,0.0,0.0,0.02025,0.0075,0.0285,0.78237,0.0915,0.00075,0.0,0.0,0.000432,3e-06,0.003529,0.000122,0.008146,0.000957,0.000231,5e-06,0.000353,0.016596,0.131666,0.004208,0.48592,0.036768,0.67696,0.41882,5e-05,2.3e-05,0.002773,399.0
6945,0.0,444.74,37.132,20.9989,157.326,2.693,7.184,0.0,15.64295,3.1964,16.2398,0.0,0.0,0.0,0.0,0.0,0.0918,0.0,0.0,0.0,0.0,0.000385,1e-06,0.001002,3.1e-05,0.005853,0.0005,0.000275,2e-06,0.00052,0.06315,0.31407,0.002457,0.61896,0.03692,1.595325,0.39654,4e-06,1.1e-05,0.002114,237.0
6952,0.0,4010.284624,328.33579,151.511015,408.908541,12.875703,117.002785,0.0,138.300561,28.931895,145.041123,1.694,5.6135,42.9715,10.1565,27.7015,0.810047,11.6156,0.2671,0.0,0.0,0.003029,7e-06,0.014421,0.00018,0.017765,0.001935,0.00077,1e-05,0.000939,0.004734,5.665224,0.011674,1.571621,0.289191,5.161314,3.434912,0.000108,0.000128,0.019318,1085.93711
6954,0.0,3361.078909,237.534171,257.537504,1318.742215,4.185188,48.852956,0.925,71.848347,13.199082,129.794629,0.11,0.335,0.995,0.43,0.585,3.255966,0.035,0.185,0.005,0.805,0.00233,1.7e-05,0.024038,0.00044,0.035685,0.004657,0.000941,5.5e-05,0.001229,0.081852,3.247691,0.023838,3.789938,0.385135,7.072512,3.894503,0.000588,0.000269,0.028794,1887.95804
6955,0.0,1077.378894,38.137479,29.496206,203.485773,2.169406,154.721871,0.0,10.639093,1.727054,23.957468,0.0,0.0,0.0,0.0,0.0,0.147446,0.0,0.0,0.0,0.0,0.001062,0.0,0.001687,2.8e-05,0.00209,0.000564,0.000111,2e-06,0.000326,0.00075,2.073239,0.438771,3.765128,0.065481,1.276501,1.156768,5e-06,3e-06,0.003439,444.88851
6968,0.0,1986.945415,152.032652,72.900483,839.575826,12.572984,82.807083,0.0,92.575922,19.089341,36.051568,0.032269,0.427965,20.810886,6.280693,77.78738,0.781516,14.709938,0.893247,0.050507,0.0,0.000864,3e-06,0.016623,0.000183,0.023626,0.001303,0.001105,6e-06,0.002322,0.204093,0.237645,0.010151,3.184911,0.172404,5.558586,1.027086,0.000136,5.8e-05,0.006045,1171.07047
6973,0.0,756.04,22.7724,33.4975,175.044,57.477,102.671,0.0,5.62695,8.4113,3.1511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00475,0.0,0.011547,0.000112,0.018984,0.001826,0.00088,0.0,0.002856,0.102743,1.124312,0.086764,3.61237,0.496624,1.75197,0.85125,1.1e-05,2.8e-05,0.007198,402.0
7006,0.0,2084.764637,146.824733,76.419906,862.931995,16.967075,111.934759,0.0,64.158484,21.986443,48.466321,0.0108,0.0278,8.938,2.2541,40.8674,0.700282,13.8146,0.5572,0.0,0.0,0.004802,4e-06,0.021119,0.000675,0.016585,0.002428,0.001124,6e-06,0.001464,0.118853,2.096326,0.017954,3.564442,0.453709,6.635966,1.700017,0.000189,6.2e-05,0.009883,1242.27344
7010,0.0,1271.092814,44.923608,71.771035,1016.992314,2.6,141.754189,0.0,15.505268,6.906907,12.142268,0.0,0.0,0.0,0.0,0.0,1.5147,0.0,0.0,0.0,0.0,0.002087,7e-06,0.004895,0.000244,0.016112,0.002961,0.000783,1.1e-05,0.000806,0.0136,1.010269,0.008825,1.999543,0.132027,0.958852,1.386709,0.00019,6.5e-05,0.008149,1279.53661
7035,0.0,2583.414636,199.841965,146.358303,897.309769,20.281553,52.375872,0.024599,94.063432,24.925856,66.222162,0.055347,0.614681,21.155381,5.275577,70.055624,0.791739,15.919459,2.255541,0.264435,0.024599,0.000825,2e-06,0.020239,0.000262,0.075654,0.002585,0.000846,4e-06,0.004409,0.058983,0.661352,0.023734,3.965806,0.378884,4.401797,1.643666,0.000156,7.3e-05,0.010307,1333.27126
7064,0.0,1791.268925,147.589955,18.695767,680.06659,13.677979,98.711418,0.0,108.24026,12.391167,21.342736,0.0,0.005866,6.101053,1.290607,45.875225,0.151,3.98915,0.410648,0.0,0.0,0.000185,1e-06,0.016203,0.000135,0.007557,0.00044,0.000731,1e-06,0.002022,0.128153,0.215097,0.006431,3.650714,0.178364,4.235645,0.436069,0.00012,1.2e-05,0.002764,971.23888
7067,0.0,1633.564287,164.031767,25.1375,349.748753,11.15,23.2125,0.02,85.339644,35.391235,41.307265,0.0,0.024875,16.950423,4.165708,74.862589,0.1,29.524341,1.421396,0.0,0.015,0.004386,0.0,0.014595,0.000179,0.0093,0.000925,0.000669,1e-06,0.001103,0.024,0.784,0.002738,1.917375,0.13025,1.77475,0.657,2.6e-05,2.8e-05,0.003688,586.25302
7072,0.0,2203.600186,94.96316,34.803041,362.07395,18.315776,298.064483,0.0,64.728448,10.359622,14.05873,0.0,0.0002,0.2485,0.059,1.621,0.15,0.319,0.0155,0.0,0.0,0.000366,1e-06,0.010709,0.000233,0.008452,0.000594,0.00071,1e-06,0.001091,0.076352,0.325759,0.011033,2.128668,0.171136,0.773505,1.021667,5.8e-05,7e-06,0.002755,815.08945
7075,0.0,634.197883,61.129991,5.188469,379.227727,9.62968,16.933027,0.0,45.947673,5.897983,8.855593,0.0,0.005866,6.155053,1.310607,45.951225,0.0,4.23315,0.412648,0.0,0.0,0.000271,0.0,0.015515,0.000125,0.003442,0.000275,0.000258,0.0,0.000428,0.0624,0.257657,0.007573,1.08484,0.092658,3.70264,0.121453,6.7e-05,5e-06,0.001315,478.43219
7082,0.0,1390.436054,146.79467,5.05,326.3,8.2,16.3471,0.0,108.215225,11.939798,21.23615,0.0,0.005866,6.101053,1.290607,45.875225,0.15,3.98915,0.410648,0.0,0.0,0.002925,1e-06,0.016659,0.000103,0.0018,0.00022,0.000315,1e-06,0.00059,0.027,0.183731,0.002569,1.0545,0.075314,4.294087,0.141753,0.000105,3e-06,0.00105,518.08247
7103,0.0,1319.125,60.0442,105.5142,1780.949,4.7075,86.7345,0.0,20.846,9.30898,16.1801,0.0,0.0,0.0,0.0,0.0,2.0252,0.0,0.0,0.0,0.0,0.001044,9e-06,0.007546,0.000304,0.024149,0.004473,0.00115,1.6e-05,0.000929,0.038,1.630045,0.0153,3.588485,0.21559,1.26728,2.13982,0.000296,9.3e-05,0.011638,2038.0
7104,0.0,610.633058,2.162022,19.384057,734.31647,15.788876,125.114757,0.0,0.002592,0.888641,0.24432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000281,0.0,0.001198,0.000199,0.009849,0.000343,0.00091,0.0,0.002465,0.232688,0.178568,0.009151,4.574276,0.200915,3.798346,0.410877,8e-05,1.3e-05,0.002801,907.94244
7105,0.0,63.56875,1.529462,2.434922,57.3745,1.076,9.773375,0.0,0.7139,0.24875,0.342238,0.0,5e-05,0.052,0.011,0.391,0.031281,0.034,0.0035,0.0,0.0,1.6e-05,0.0,0.000221,1.4e-05,0.001031,6.3e-05,7.2e-05,0.0,0.000201,0.012032,0.011779,0.000606,0.343705,0.014471,0.118089,0.046528,5e-06,2e-06,0.000306,72.5
7124,17.16,5160.801831,341.631404,160.237903,1558.952373,31.19664,331.141796,0.0,203.894714,23.641874,103.478874,3.003,9.665,46.144,12.365,176.488,0.54175,15.5092,1.8362,0.0,0.0,0.001296,3e-06,0.044213,0.000315,0.037805,0.002349,0.001416,7e-06,0.003773,0.173331,4.410205,0.014771,5.980078,0.455599,6.5177,3.52883,0.000196,0.000121,0.022903,2485.86174
7160,0.0,717.651831,40.558404,20.451903,287.972373,6.74664,67.331796,0.0,14.323214,3.081874,19.766874,0.0,0.0,0.0,0.0,0.0,0.06945,0.0,0.0,0.0,0.0,0.000945,0.0,0.003067,0.000196,0.003352,0.000529,0.000266,1e-06,0.000631,0.038241,0.640485,0.003915,1.004258,0.132989,4.020808,0.47333,9.2e-05,1e-05,0.00229,435.86174
7167,0.0,4964.977134,273.53916,149.579852,869.0582,17.54753,473.036822,0.0,117.34251,34.309314,104.358819,0.0,0.005866,7.401053,2.040607,50.980225,0.512937,14.65415,0.410648,0.0,0.0,0.001569,3e-06,0.019555,0.000327,0.043953,0.001569,0.001797,7e-06,0.00312,0.21293,2.93774,0.020982,3.421294,0.285937,5.507113,2.734496,6.1e-05,8.4e-05,0.015408,1813.00979
7170,0.0,1313.849187,57.987433,61.060379,251.940898,2.950167,134.990319,0.0,20.662036,4.05337,29.553585,0.0,0.0,0.0,0.0,0.0,0.19725,0.0,0.0,0.0,0.0,0.000584,1e-06,0.00225,0.000125,0.019667,0.000694,0.000814,3e-06,0.00083,0.10419,1.054394,0.007395,1.065773,0.090033,1.874267,1.035986,3.5e-05,3.3e-05,0.006616,518.86017
7250,0.0,558.722728,58.81747,0.837334,74.681671,2.393667,8.097335,0.0,45.919041,4.455164,8.403033,0.0,0.005866,6.101053,1.290607,45.875225,0.0,3.98915,0.410648,0.0,0.0,4.2e-05,0.0,0.011088,3.7e-05,0.000254,4.3e-05,4e-05,0.0,0.000103,0.01001,0.020275,0.000722,0.191255,0.007283,0.07026,0.020423,2e-06,0.0,0.000112,145.66398
7251,1.716,51.2825,2.567,1.38625,79.39675,1.753,2.6935,0.0,0.678873,0.194755,1.503968,0.0,0.0,0.0,0.0,0.0,0.004505,0.0,0.0,0.0,0.0,3.8e-05,1e-06,0.000191,1.9e-05,0.00293,0.000271,7.1e-05,0.0,7e-05,0.007303,0.015202,0.00102,0.33235,0.012488,0.120613,0.07838,4e-06,6e-06,0.000108,89.75
7260,0.0,141.5625,10.121688,2.290625,152.44375,3.775,10.50625,0.0,2.801688,0.4685,6.176313,0.0,0.0,0.0,0.0,0.0,0.0285,0.0,0.0,0.0,0.0,0.001791,1e-06,0.001017,5.6e-05,0.000848,0.000231,0.000148,0.0,0.000313,0.012438,0.090724,0.000675,0.450563,0.01805,0.1805,0.04901,1.1e-05,2e-06,0.000366,181.375
7290,0.0,2104.08,128.56082,119.244,640.204,8.71,115.972,0.0,41.4654,13.0922,55.2183,0.0,0.0,0.0,0.0,0.0,1.93125,0.0,0.0,0.0,0.0,0.001456,4.9e-05,0.009375,0.000294,0.042011,0.00274,0.00088,1.6e-05,0.001153,0.01827,0.50476,0.014728,1.67927,0.17698,5.86953,1.5597,0.000152,0.000167,0.008286,1025.0
7293,0.0,1733.7,24.09,41.45,381.72065,47.1,331.5,0.0,11.5,8.368,3.461,0.0,0.001,1.4,0.275,6.916,0.0,1.128,0.069,0.0,0.0,9e-05,0.0,0.00345,0.000165,0.0041,0.00065,0.0022,0.0,0.00045,0.0,0.032816,0.012014,0.6,0.261614,2.726157,0.34556,4.7e-05,4e-06,0.008,832.71065
7295,0.0,116.95,1.565,6.64,506.43,9.21,18.405,0.0,0.0,0.495,0.0,0.0,0.0,0.1215,0.045,0.171,0.0,0.549,0.0045,0.0,0.0,0.000941,0.0,0.005454,0.000277,0.004885,0.000224,0.00047,0.0,0.000532,0.2507,0.2202,0.008805,1.7203,0.06515,0.10915,0.1541,1.5e-05,6e-06,0.001495,545.0
7298,0.0,1583.52956,121.144873,60.501226,1348.154818,5.878688,63.509678,0.0,69.204242,16.710761,25.52662,0.0,0.0075,10.5,2.0625,51.87,1.5015,8.46,0.5175,0.0,0.0,0.001166,7e-06,0.013968,0.000224,0.018256,0.002019,0.00051,1e-05,0.000721,0.00121,0.356728,0.011168,0.859337,0.116332,1.761022,0.928658,9e-05,7.8e-05,0.006202,1606.64065
7306,0.0,1561.11918,59.704843,110.245095,831.285522,16.872109,137.30402,0.42,36.747966,9.786854,9.681722,0.0,0.0915,6.971,1.55,34.768,0.085,7.668,0.2965,0.1,0.11,0.000579,0.0,0.018538,0.000266,0.016427,0.000803,0.000698,4e-06,0.00164,0.13411,0.368941,0.012184,3.117583,0.295884,1.913279,2.129102,2.2e-05,0.000258,0.005969,1177.18548
7322,0.0,2265.85,156.4035,179.723125,857.06,2.755,35.906,1.85,119.3932,12.4041,22.4211,0.0,0.015,15.6,3.3,117.3,1.95,10.22,1.09,0.01,1.61,5.2e-05,0.0,0.056157,0.000124,0.03228,0.001032,0.000528,7e-05,0.000764,0.01197,0.83597,0.018937,3.72263,0.391955,4.63683,1.91317,0.000946,0.000244,0.015924,1239.0
7340,0.0,1310.135274,38.920192,113.795127,1010.90335,9.705488,122.285411,0.0,13.554889,6.203784,14.620498,0.0,0.0,0.0,0.0,0.0,0.319545,0.0,0.0,0.0,0.0,0.001157,0.0,0.005295,0.000278,0.018314,0.001718,0.00077,6e-06,0.001413,0.041176,0.907705,0.009505,3.061298,0.287211,4.455624,1.608674,0.000182,0.000228,0.004948,1303.33323
7342,25.74,5033.711039,466.642483,117.024148,1334.767965,21.002094,38.051673,0.7275,343.758457,45.697178,70.977058,0.004547,0.20982,44.536084,10.099826,331.890631,0.191484,38.271166,2.822117,0.181875,0.1455,0.00156,0.0,0.106794,0.000372,0.023819,0.002046,0.004434,9e-06,0.002625,0.200137,0.53622,0.018565,4.321722,0.501027,4.1679,1.755877,0.000115,0.00027,0.00828,2030.32076
7352,17.16,2162.250553,116.404923,232.727415,1480.425479,0.0,14.0,6.0704,46.420058,15.700195,40.248521,0.0,2.016,6.048,1.456,4.144,0.813062,1.68,0.224,0.784,2.1616,2.2e-05,2.8e-05,0.016309,0.000135,0.082433,0.002177,0.001528,1.6e-05,0.005333,0.003,0.721919,0.010342,3.888384,0.452162,7.718803,3.581746,0.000482,0.00055,0.006416,1867.52542
7364,0.0,1799.76404,88.793083,23.713972,225.945565,3.243531,224.338963,0.03824,34.214359,7.615698,40.99305,0.0,0.0056,0.0336,0.0096,0.0632,0.1453,0.0176,0.0032,0.0016,0.02096,0.000529,1e-06,0.003174,0.000136,0.009056,0.000759,0.00031,1e-06,0.000887,0.117248,0.252512,0.005577,0.896324,0.097879,3.974648,0.399101,7e-05,3e-05,0.001198,579.93955
7366,0.0,3242.738292,219.343352,202.534012,1241.413636,11.985828,113.675932,9.56,124.43348,43.350605,38.463851,0.0,1.409875,22.360423,5.165708,84.287589,0.5,16.149341,1.486396,0.4,5.24,0.00061,8e-05,0.037137,0.000457,0.109133,0.001788,0.002475,5e-05,0.008355,0.118743,0.387573,0.01233,4.636933,0.370522,4.738948,2.798021,0.000369,0.000215,0.010052,1803.43788
7374,0.0,2901.493356,255.356449,79.543543,917.472422,12.376112,75.118033,0.0,195.940134,21.192645,36.525538,0.0,0.025,26.0,5.5,195.5,0.174,17.0,1.75,0.0,0.0,0.000427,0.0,0.049958,0.00017,0.013351,0.000542,0.000787,4e-06,0.002753,0.188249,0.190971,0.006419,3.725809,0.244256,4.421502,0.790228,0.000524,0.000122,0.003284,1352.35929
7377,0.0,3121.863985,327.707808,39.005229,44.544517,17.311553,12.944867,0.0,224.905609,25.146011,72.644258,1.001,3.24,34.448,8.155,202.196,0.1265,17.6364,1.8954,0.0,0.0,0.000561,0.0,0.050679,0.000122,0.010588,0.000467,0.000106,2e-06,0.001104,0.027587,1.3469,0.018419,1.586247,0.224675,0.856366,1.00783,3e-06,2.5e-05,0.007869,458.06153
