Recipe_id,alcohol,energia,grasa,proteina,agua,fibra,carbohidratos,ácido graso 22:6 n-3 (ácido docosahexaenóico),"ácidos grasos, monoinsaturados totales","ácidos grasos, poliinsaturados totales",ácidos grasos saturados totales,ácido graso 12:0 (láurico),ácido graso 14:0 (ácido mirístico),ácido graso 16:0 (ácido palmítico),ácido graso 18:0 (ácido esteárico),ácido graso 18:1 n-9 cis (ácido oléico),colesterol,ácido graso 18:2,ácido graso 18:3,ácido graso 20:4 n-6  (ácido araquidónico),ácido graso 20:5 (ácido eicosapentaenóico),Vitamina A equivalentes de retinol de actividades de retinos y carotenoides,Vitamina D,Viamina E equivalentes de alfa tocoferol de actividades de vitámeros E,"folato, total","equivalentes de niacina, totales",riboflavina,tiamina,Vitamina B-12,"Vitamina B-6, Total",Vitamina C (ácido ascórbico),calcio,"hierro, total",potasio,magnesio,sodio,fósforo,ioduro,"selenio, total",zinc (cinc),Total_Grams
51468,0.0,878.85,17.927,13.82966,66.65364,1.6695,161.55576,0.0,8.7725,3.6202,3.3445,0.0,0.006,0.596,0.216,5.46,0.308,2.212,0.01,0.0,0.0,0.000152,1e-06,0.005688,5.4e-05,0.004122,0.000537,0.000115,2e-06,0.000119,0.0,1.0558,0.466244,3.78485,0.061825,0.594522,0.745275,1.6e-05,1e-05,0.001766,265.0
51470,0.0,717.47,13.432,29.306,237.867,5.25,117.066,0.0,5.25939,1.42422,4.70167,0.0,0.0002,0.208,0.044,1.564,0.26127,0.136,0.014,0.0,0.0,0.00016,2e-06,0.001667,7.4e-05,0.003537,0.000674,0.000299,2e-06,0.000421,0.00184,0.26631,0.003305,0.60625,0.05715,0.20846,0.47112,5.7e-05,2.3e-05,0.002489,406.0
51472,0.0,998.62488,56.756911,43.525032,676.049632,13.05,77.963854,0.0,15.8034,2.2927,35.1258,0.0,0.0,0.0,0.0,0.0,0.168229,0.0,0.0,0.0,0.0,0.000807,6e-06,0.00424,0.000341,0.002338,0.000919,0.000477,2e-06,0.0013,0.063755,1.30461,0.005165,1.630463,0.112483,0.988804,0.960571,8.7e-05,1.8e-05,0.004677,881.45553
51490,0.0,1878.6,90.1523,48.355,430.69,0.0,219.5,0.0,25.65,2.205,57.15,0.0,0.0,0.0,0.0,0.0,0.317,0.0,0.0,0.0,0.0,0.000885,3e-06,0.00226,3e-06,0.000446,0.00241,0.000185,1e-06,0.00011,0.0055,1.7394,0.581,5.1678,0.0554,0.8603,0.9805,3.1e-05,3e-06,0.00138,790.0
51493,0.0,1949.108925,132.992905,152.146892,688.83259,16.048979,36.911318,0.028,68.77266,25.005667,27.744236,0.063,0.698866,23.237053,5.826607,73.399225,0.693,17.56915,2.510648,0.301,0.028,0.004123,1e-06,0.020795,0.000175,0.09201,0.002068,0.001091,3e-06,0.004829,0.081083,0.302561,0.020546,3.634994,0.292057,4.303345,1.421229,0.000115,8.2e-05,0.010599,1041.23888
51496,0.0,758.202871,68.444285,20.773767,319.76159,8.304979,15.998318,0.0,45.609286,5.04687,16.515585,0.5005,1.6125,9.424,2.4275,42.448,0.04,3.7182,0.4227,0.0,0.0,0.000522,0.0,0.012157,8.8e-05,0.006358,0.000341,0.000139,1e-06,0.00057,0.086034,0.752467,0.005384,0.938924,0.109204,4.161995,0.508849,6.8e-05,1.5e-05,0.003767,451.57491
51503,0.0,273.55,7.624,7.853,475.878,3.245,43.021,0.0,3.264,1.224,0.884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000278,0.0,0.001094,9.4e-05,0.001893,0.000245,0.000366,0.0,0.00028,0.20415,0.13379,0.003173,0.64141,0.08808,1.60515,0.20237,1.8e-05,2.4e-05,0.00094,544.0
51505,0.0,454.376054,16.996048,13.743256,242.767142,2.428974,60.689675,0.0,6.015684,1.793355,7.771204,1.499759,0.86414,3.203825,1.525487,3.559469,0.043192,1.080553,0.050698,0.0,0.0,0.0,0.0,0.001396,1.5e-05,0.001923,0.000502,0.000206,1e-06,0.000105,0.002683,0.365472,0.001813,0.583381,0.050025,0.427822,0.324228,4.2e-05,1.1e-05,0.001628,337.12451
51506,0.0,441.7,1.22,6.59,766.878,21.31,99.259,0.0,1.0962,1.093,1.3898,0.0,0.0,0.0,0.0,0.0,0.002,0.0,0.0,0.0,0.0,3e-05,0.0,0.006203,4e-05,0.00234,0.000486,0.000278,0.0,0.000385,0.10705,0.3082,0.00759,1.1236,0.06486,0.06323,0.18814,2.7e-05,4e-06,0.001377,890.0
51507,0.0,672.55,2.5,12.985,1621.69,32.0,146.856,0.0,0.82,1.883,0.514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000393,0.0,0.0121,0.000547,0.007934,0.000548,0.001102,0.0,0.001181,0.82534,0.48555,0.008519,4.15918,0.24185,0.10791,0.44689,6e-05,8e-06,0.002491,1817.0
51508,0.0,3247.232885,215.80257,299.421686,1094.961963,6.453796,25.818273,0.0,122.755752,26.119958,61.178734,0.0,0.009875,13.825423,2.715708,68.297589,1.07,11.139341,0.681396,0.0,0.0,0.000523,0.0,0.015546,0.000179,0.075227,0.003223,0.001181,1.3e-05,0.00399,0.291412,0.205818,0.013702,4.859544,0.278824,0.858202,2.570372,5.2e-05,0.000157,0.021799,1679.61443
51509,0.0,489.77,9.457,21.5065,686.065,13.537,77.633,0.0,2.65815,2.1172,2.4263,0.0,0.0,0.0,0.0,0.0,0.25025,0.0,0.0,0.0,0.0,0.000654,1e-06,0.003691,0.000175,0.008702,0.000543,0.000595,2e-06,0.002109,0.40416,0.16365,0.006584,2.84393,0.12221,0.60966,0.40172,4.1e-05,1.5e-05,0.002735,809.0
51510,0.0,743.502871,49.995285,5.524267,632.36659,12.564979,68.474318,0.0,13.037036,32.21937,5.491585,0.0,0.045,3.17,1.655,14.03,0.0,28.765,0.8,0.0,0.02,0.000276,0.0,0.029254,0.000223,0.001844,0.000193,0.000602,0.0,0.000427,0.301353,0.236367,0.002737,1.251374,0.135254,7.574795,0.184749,0.00013,6e-06,0.001194,791.57491
51516,0.0,850.902871,60.428705,20.169267,388.02659,9.744979,56.632578,0.0,40.067536,5.98037,9.849585,0.0,0.0,0.0,0.0,0.0,0.34025,0.0,0.0,0.0,0.0,0.000847,1e-06,0.004025,0.000146,0.005394,0.000497,0.000469,2e-06,0.000937,0.058553,0.166317,0.006472,1.783674,0.128654,4.017995,0.347149,0.000104,2.4e-05,0.003829,546.57491
51518,0.0,737.82488,42.906911,61.937032,561.677632,7.112,25.777954,0.0,13.1219,1.3662,25.4805,1.5015,4.8227,12.88,4.0265,11.608,0.125229,1.0906,0.2321,0.0,0.0,0.000559,1e-06,0.002475,9.2e-05,0.021402,0.001765,0.000393,3e-06,0.000537,0.019625,2.25368,0.003803,1.734763,0.132683,1.778035,1.668561,6.6e-05,6.3e-05,0.009474,716.45553
51519,0.0,2049.5,51.505,73.375,907.12,0.0,322.4,0.0,18.0635,7.917,14.105,0.0,0.0,0.0,0.0,0.0,1.76175,0.0,0.0,0.0,0.0,0.000864,8e-06,0.0051,0.000242,0.01774,0.002938,0.000659,1.2e-05,0.000646,0.005,2.62435,0.879145,8.0615,0.1091,1.763,2.25,0.000171,6.4e-05,0.007915,1355.0
51524,0.0,1629.002871,90.235285,155.452567,804.45479,18.232479,26.838118,0.0,45.002036,18.42937,11.161585,0.0,0.03,2.98,1.08,27.3,0.175,11.06,0.05,0.0,0.0,0.002434,9.5e-05,0.037524,0.000439,0.077714,0.002233,0.00138,1.5e-05,0.002217,0.128243,0.772217,0.013785,4.607614,0.602779,13.246558,1.997174,0.000236,0.000169,0.007384,1111.57491
51529,0.0,2157.002871,171.680285,151.169267,520.82659,3.324979,3.824318,0.0,102.967036,15.37337,38.723585,0.0,0.01,10.4,2.2,78.2,0.285,6.8,0.7,0.0,0.0,0.001568,9.5e-05,0.029584,0.000189,0.070179,0.001403,0.00095,1.7e-05,0.001732,0.035898,1.137017,0.006877,2.903969,0.287854,13.749592,1.822924,0.000213,0.000164,0.004884,861.57491
51530,0.0,1400.0,75.0,181.0,744.0,0.0,0.0,6.76,18.0,22.8,26.4,0.0,1.43,5.4,1.92,3.73,1.0,0.56,0.26,0.46,2.54,0.00064,8e-05,0.016,8e-05,0.064,0.0038,0.0012,8.5e-05,0.0096,0.0,0.432731,0.011019,0.24,0.317314,4.659087,4.750753,0.000217,0.0003,0.005,1009.4185
51533,0.0,1659.365529,68.06593,172.456256,816.626962,7.438876,85.752634,0.0,25.391085,21.488446,13.291281,0.0,0.0,0.0,0.0,0.0,1.143277,0.0,0.0,0.0,0.0,0.00105,2.7e-05,0.013798,0.000318,0.06503,0.002087,0.00067,7e-06,0.00242,0.092787,0.630391,0.013809,2.800583,0.285452,6.881829,2.104488,0.000196,0.000344,0.007791,1173.30998
51543,0.0,206.8,1.1275,2.1225,404.38,4.125,45.795,0.0,0.143125,0.46,0.085,0.0,0.0,0.0,0.0,0.0,0.0004,0.0,0.0,0.0,0.0,2e-06,0.0,0.003752,3.8e-05,0.002218,0.000345,7.5e-05,0.0,0.000182,0.1127,0.096775,0.00182,0.76105,0.0546,0.03525,0.08135,1.8e-05,1e-06,0.000542,457.5
51551,0.0,976.038925,64.530805,50.877267,746.62434,9.760979,47.596318,0.0,47.19031,6.898917,9.480486,0.0,0.005866,6.182053,1.320607,45.989225,0.149,4.35515,0.413648,0.0,0.0,0.000468,0.0,0.015403,0.000214,0.013395,0.000536,0.000609,2e-06,0.001431,0.165623,0.202415,0.007693,2.799854,0.15964,4.005975,0.682969,8.5e-05,0.000114,0.002305,930.23888
51552,0.0,428.72,32.521,6.104,447.17,12.262,28.424,0.0,23.8179,2.2562,5.5693,0.0,0.003,3.12,0.66,23.46,0.0,2.04,0.21,0.0,0.0,0.00018,0.0,0.006027,0.000125,0.000502,0.000351,0.0,0.0,0.000503,0.06021,0.09266,0.002143,1.52073,0.0509,0.00505,0.15176,5e-06,0.0,0.001011,531.0
51553,0.0,281.42,0.306,1.524,332.738,0.096,66.586,0.0,0.025,0.01,0.025,0.0,0.0,0.0,0.0,0.0,0.0006,0.0,0.0,0.0,0.0,2e-06,0.0,4.1e-05,1.6e-05,0.001198,0.000295,8.1e-05,0.0,0.000119,0.03582,0.06812,0.000456,0.54088,0.03891,0.03696,0.04812,7e-06,2e-06,0.000425,406.0
51554,0.0,362.15,18.5533,2.338375,124.704,2.074,46.087,0.0,6.3503,0.771,10.5873,0.0,0.0002,0.208,0.044,1.564,0.0318,0.136,0.014,0.0,0.0,0.000154,4e-06,0.001317,7e-06,0.000411,5.3e-05,3.5e-05,0.0,0.00014,0.00735,0.044528,0.000884,0.19709,0.010541,0.52834,0.04798,1.7e-05,2e-06,0.000406,195.0
51555,0.0,242.64,19.05415,4.774625,158.962,4.528,13.248,0.0,6.3749,0.961,10.6853,0.0,0.0002,0.208,0.044,1.564,0.0318,0.136,0.014,0.0,0.0,0.000762,4e-06,0.001738,5.2e-05,0.000601,7.6e-05,0.000121,0.0,0.000306,0.07718,0.082284,0.002148,0.43941,0.028173,0.55887,0.07336,1.4e-05,7e-06,0.001097,202.0
51558,0.0,446.5,9.115,21.375,549.56,10.4,68.1,0.0,2.8605,1.801,2.405,0.0,0.0,0.081,0.03,0.114,0.25025,0.366,0.003,0.0,0.0,0.00037,1e-06,0.004292,0.000156,0.00737,0.000536,0.000379,2e-06,0.000698,0.0708,0.179581,0.004894,1.2365,0.098514,4.460087,0.352753,9.9e-05,4.1e-05,0.002565,674.4185
51562,0.0,974.0,2.935,1.685,263.135,7.05,234.56796,0.0,1.27262,0.66827,1.10497,0.0055,0.0226,0.8657,0.1764,0.5045,0.0041,0.3046,0.0014,0.0,0.0,1.8e-05,0.0,0.000147,3.4e-05,0.00069,9.1e-05,0.000104,0.0,6.6e-05,0.0091,1.24265,0.5807,4.79665,0.02255,0.64,0.6582,8e-06,2e-06,0.000455,510.0
51565,0.0,2067.119287,110.572067,29.4265,1603.594753,5.944,236.707,0.0,74.715844,14.329035,19.781765,0.0,0.010075,14.186423,2.800708,69.794789,0.25025,11.730941,0.698196,0.0,0.0,0.00038,1e-06,0.016455,0.00018,0.013058,0.000538,0.000405,2e-06,0.001387,0.063775,0.169018,0.00451,1.27549,0.115796,0.56284,0.47533,3.4e-05,3.6e-05,0.002179,1988.75302
51566,0.0,1256.952159,128.194762,4.014867,315.193343,6.357979,25.322448,0.0,89.48351,15.804605,21.070001,0.0,0.009875,13.955423,2.790708,68.808089,0.045,12.205841,0.681396,0.0,0.0,0.000146,0.0,0.014239,9.9e-05,0.001283,0.000113,0.000289,0.0,0.000299,0.135024,0.108947,0.001756,0.698774,0.067274,3.936445,0.119499,7.7e-05,4e-06,0.000772,491.32793
51574,0.0,1705.597248,128.077848,54.096088,372.36297,10.962543,84.935294,1.912,89.529323,14.269893,19.183701,0.0,0.29,12.08,2.68,81.36,0.1,7.68,0.86,0.08,1.048,0.000735,1.6e-05,0.024078,0.000276,0.025245,0.000443,0.000802,1e-05,0.001739,0.22552,0.354585,0.011878,1.699219,0.122664,1.319461,0.721574,7.1e-05,8.9e-05,0.003306,663.61552
51575,0.0,1242.0,102.2,13.7,598.0,10.1,68.0,0.0,78.48,8.5,14.6,0.0,0.01,10.562,2.26,78.428,0.0,7.532,0.706,0.0,0.0,0.000526,0.0,0.02368,0.000197,0.0065,0.00029,0.00044,0.0,0.00066,0.114,0.12925,0.00465,1.536,0.1575,10.4705,0.224,0.000168,3.4e-05,0.0018,825.0
51576,0.0,1542.5,27.55,12.61,308.29,9.9,309.5,0.0,8.4435,1.375,17.8005,0.0,0.0,0.0,0.0,0.0,0.053,0.0,0.0,0.0,0.0,0.000268,6e-06,0.002786,2.8e-05,0.00125,0.000213,0.000201,0.0,0.000333,0.0096,1.2592,0.583025,4.8873,0.0385,0.8344,0.7658,1e-05,8e-06,0.00105,670.0
51579,0.0,330.42,19.314,4.692,180.424,5.44,34.3,0.0,5.47918,0.83964,11.84514,0.0,0.0,0.0,0.0,0.0,0.03704,0.0,0.0,0.0,0.0,0.000202,4e-06,0.000862,3.7e-05,0.001332,0.000216,0.000124,0.0,0.000829,0.0165,0.08672,0.001381,0.67114,0.06775,0.1771,0.10036,1.1e-05,3e-06,0.000656,244.0
51580,2.574,851.07,63.5259,44.774625,259.944,1.718,21.193,0.205,27.3988,9.7428,19.444,0.015,0.1902,12.5175,6.49,18.3682,0.18,7.7156,0.5138,1.165,0.1625,0.0,0.0,0.000522,2.2e-05,0.019594,0.000622,0.001815,5e-06,0.000969,0.03448,0.079084,0.004646,1.10111,0.086023,3.19382,0.53606,1.3e-05,4.7e-05,0.005155,397.0
51587,0.0,1675.084045,99.478422,125.58449,384.382099,13.353954,68.661039,0.0,31.94272,8.486725,47.80479,1.499759,0.86414,3.203825,1.525487,3.559469,0.362963,1.080553,0.050698,0.0,0.0,0.000789,5.8e-05,0.011814,6.2e-05,0.044572,0.001292,0.000682,1.2e-05,0.001379,0.007421,2.18751,0.013548,2.114022,0.264026,10.825156,1.901696,0.000157,0.000107,0.007346,707.24389
51588,0.0,2045.530875,36.435,130.862778,654.616706,25.804445,290.929755,0.0,11.85,6.36,6.42,0.0,0.0,0.0,0.0,0.0,0.105,0.0,0.0,0.0,0.0,0.001201,5.7e-05,0.007771,0.000309,0.053359,0.001114,0.001114,9e-06,0.001603,0.043282,0.601399,0.014857,2.852395,0.32037,9.628907,1.405856,0.000135,0.000267,0.005755,1163.58029
51594,0.0,976.83,67.408,70.615,869.907,7.162,21.524,0.0,23.35949,9.73202,21.96087,0.0,0.0,0.081,0.03,0.114,2.02002,0.366,0.003,0.0,0.0,0.001321,1.1e-05,0.009636,0.000361,0.022965,0.002637,0.00071,1.3e-05,0.001189,0.07101,0.39102,0.012248,1.7208,0.10255,0.86455,1.17954,0.000128,6.3e-05,0.007935,1038.0
51595,0.0,1617.002871,6.720285,75.474267,1640.86659,66.814979,305.764318,0.0,1.047036,1.93837,1.708585,0.0,0.0,0.096,0.0105,0.0525,0.0,0.228,0.0525,0.0,0.0,0.002898,0.0,0.004304,0.000458,0.022904,0.001063,0.002645,0.0,0.004412,0.247053,0.632067,0.023307,9.003074,0.549554,4.194195,1.339549,0.000138,5.9e-05,0.014464,2111.57491
51601,0.0,2216.212187,143.19397,140.960995,529.644294,4.448848,90.883614,3.38,70.136225,19.261798,44.94615,0.0,0.720866,8.801053,2.250607,47.740225,1.0905,4.26915,0.540648,0.23,1.27,0.000975,4.3e-05,0.021183,0.000156,0.044003,0.002875,0.000874,4.7e-05,0.00531,0.0,0.667438,0.009995,0.555598,0.202022,1.752813,3.166532,0.000121,0.000188,0.007253,915.77392
51606,12.87,1269.922871,57.459285,114.036267,1260.11059,14.564979,51.164318,0.02,18.056816,12.62731,18.063525,0.045,0.495,12.24,3.24,19.66,0.51484,9.7,1.5,0.215,0.02,0.00565,2e-06,0.0065,0.000202,0.062052,0.001548,0.001017,3e-06,0.003649,0.057253,0.592487,0.00702,3.347514,0.214604,4.538695,1.206809,0.000175,6.6e-05,0.007465,1525.57491
51608,12.87,1018.44,9.687,3.768,917.4656,19.897,205.0473,0.0,3.94119,1.26492,7.48007,0.0,0.0,0.0,0.0,0.0,0.01802,0.0,0.0,0.0,0.0,0.000122,2e-06,0.004548,2.6e-05,0.00191,0.000426,0.000301,0.0,0.000417,0.061515,0.76234,0.297048,3.28015,0.065502,0.398301,0.411298,1e-06,3e-06,0.001087,1170.0
51609,0.0,1104.483431,61.99457,29.871475,621.257352,17.620079,94.057799,0.0,37.788055,10.737479,10.029877,0.0,0.005,7.0,1.375,34.58,0.0,5.64,0.345,0.0,0.0,0.001061,0.0,0.011267,0.000185,0.008077,0.000519,0.00057,0.0,0.000572,0.003152,0.279742,0.017158,0.984414,0.155193,1.588292,1.004065,1.4e-05,3.1e-05,0.004334,831.2507
51610,0.0,675.629862,1.076,140.585466,413.159494,0.0,22.84,0.0,0.27,0.0,0.198,0.0,0.0,0.0,0.0,0.0,0.0068,0.0,0.0,0.0,0.0,1e-06,0.0,2.5e-05,1.6e-05,0.002537,0.000742,0.000197,1e-06,0.000194,0.00538,0.548239,0.000412,0.804077,0.067149,0.26234,0.4162,5.8e-05,9e-06,0.002087,577.62496
51611,0.0,1895.180368,29.211608,5.245608,501.060908,36.798,401.903352,0.0,8.925768,1.816907,18.447768,0.0,0.0,0.0,0.0,0.0,0.053,0.0,0.0,0.0,0.0,0.000288,6e-06,0.003358,2.7e-05,0.001766,0.000323,0.000211,0.0,0.000352,0.04641,2.472655,0.89159,7.453306,0.059902,1.150271,0.995621,0.0,8e-06,0.00162,950.67994
51612,0.0,1674.195225,40.826366,54.285345,380.448867,28.093,268.3619,0.0,11.160035,1.794974,24.476842,0.0,0.0,0.0,0.0,0.0,0.154116,0.0,0.0,0.0,0.0,0.000419,0.0,0.001349,9.3e-05,0.007257,0.00104,0.000348,3e-06,0.000888,0.01787,2.404804,0.137303,2.088097,0.131146,1.494801,1.301677,6.8e-05,3.9e-05,0.005688,759.54148
51616,0.0,330.9,11.3748,18.80525,900.664,16.284,37.532,0.0,3.5787,1.2632,4.6845,0.0,0.0002,0.3295,0.089,1.735,0.039,0.685,0.0185,0.0,0.0,0.000394,0.0,0.005039,0.000218,0.009568,0.000766,0.000525,0.0,0.001283,0.10865,0.432118,0.004537,2.44699,0.116646,0.67319,0.51088,2.7e-05,2.2e-05,0.001617,990.0
51619,12.87,1473.82,90.621,133.904,641.82,2.662,8.374,0.016,25.9519,15.4142,36.7423,1.037,3.611,18.63,5.472,23.9555,0.554,11.5959,1.3454,0.172,0.016,0.000604,1e-06,0.004435,0.000104,0.055902,0.001346,0.000517,3e-06,0.002898,0.03646,1.99406,0.005628,1.77173,0.18065,2.05705,1.95276,3.2e-05,8e-05,0.0097,901.0
51624,0.0,85.720558,0.567378,7.804139,172.667254,0.288,12.01825,0.0,0.265958,0.0,0.195036,0.0,0.0,0.0,0.0,0.0,0.001773,0.0,0.0,0.0,0.0,1e-06,0.0,7.2e-05,9e-06,0.002192,0.000342,7.6e-05,1e-06,0.000163,0.003941,0.252292,0.000203,0.357481,0.024963,0.101544,0.198543,1.1e-05,2e-06,0.000822,193.30556
51629,0.0,542.216316,10.859049,19.049238,497.436309,8.731188,90.155002,0.0,4.3339,1.89,2.5022,0.0,0.0002,0.289,0.074,1.678,0.25025,0.502,0.017,0.0,0.0,0.000658,1e-06,0.005225,0.000221,0.008549,0.000527,0.000431,2e-06,0.000984,0.147557,0.190832,0.006869,1.507329,0.080185,0.555742,0.34599,3.9e-05,2e-05,0.002272,628.70376
51640,0.0,166.470558,0.791378,8.497139,262.879854,5.241,30.61155,0.0,0.419558,0.1571,0.240536,0.0,0.0,0.0,0.0,0.0,0.001773,0.0,0.0,0.0,0.0,1.5e-05,0.0,0.000121,2.4e-05,0.002579,0.000371,0.000161,1e-06,0.000267,0.028832,0.348588,0.003427,0.666561,0.044983,0.105305,0.210761,1.5e-05,3e-06,0.001098,304.30556
51641,0.0,1398.188903,83.790628,136.641289,1421.059228,7.482785,23.588222,0.016599,28.537779,17.16988,22.991068,0.037347,0.410815,10.257002,2.725515,16.455274,1.912315,8.496168,1.248548,0.178435,0.016599,0.001713,7e-06,0.011429,0.000376,0.068615,0.002789,0.001038,1.1e-05,0.003265,0.255604,0.375756,0.013339,2.969136,0.216263,4.630812,1.612439,0.000182,9e-05,0.010453,1683.77955
51649,0.0,795.54,14.442,16.298,110.216,0.012,150.132,0.0,5.161,2.262,4.03,0.0,0.0,0.0,0.0,0.0,0.5005,0.0,0.0,0.0,0.0,0.000247,2e-06,0.001448,6.7e-05,0.004952,0.000612,0.000122,3e-06,0.000162,0.00444,0.97494,0.437482,3.48376,0.01632,0.63212,0.71084,2.6e-05,1.4e-05,0.00169,292.0
51651,0.0,1106.088902,20.092167,86.442223,1235.2485,33.287362,140.162502,0.001,7.343911,6.555297,9.056467,0.0,0.1252,1.9835,0.471,2.8517,0.145,2.1106,0.0883,0.0225,0.0075,0.00062,0.0,0.0078,0.00033,0.033549,0.000941,0.001462,2.5e-05,0.003685,0.39761,0.424386,0.020596,5.350349,0.326367,0.73657,1.156635,4.7e-05,7.2e-05,0.010637,1519.30556
51652,0.0,1020.8,39.96,20.0,341.75065,7.0,143.0,0.0,28.4,4.772,6.824,0.0,0.004,5.6,1.1,27.664,0.0,4.512,0.276,0.0,0.0,1e-06,0.0,0.0054,4.8e-05,0.0012,0.0001,0.0002,0.0,0.0004,0.0,0.049236,0.00241,0.27,0.060814,1.951657,0.2404,5e-05,1.4e-05,0.0012,560.71065
51654,0.0,414.7,18.1948,54.68525,263.034,2.134,7.422,0.0,8.1997,7.6022,2.3935,0.0,0.0002,0.208,0.044,1.564,0.062,0.136,0.014,0.0,0.0,0.000125,1e-05,0.005448,4.1e-05,0.023814,0.000191,7.4e-05,0.0,0.001013,0.01255,0.039528,0.001965,0.87109,0.076146,0.79939,0.58,2.5e-05,0.000122,0.001289,349.0
51655,0.0,785.32,27.821,48.354,571.52,8.762,83.324,0.0,7.7079,1.1362,16.8563,1.001,3.215,8.448,2.655,6.696,0.083,0.6364,0.1454,0.0,0.0,0.000368,0.0,0.00124,0.000104,0.013587,0.000771,0.000595,2e-06,0.001633,0.09671,1.50095,0.004495,2.99973,0.16555,1.37005,1.14584,4.5e-05,3.6e-05,0.007411,752.0
51656,0.0,1170.71,28.9601,64.273375,1167.638,27.316,159.805,0.0,7.713,1.4132,16.7148,1.001,3.215,8.448,2.655,6.696,0.086,0.6364,0.1454,0.0,0.0,0.00044,0.0,0.001692,0.000237,0.014318,0.00116,0.000707,2e-06,0.001418,0.04159,1.730976,0.005849,3.27205,0.232397,1.39728,1.43962,7.2e-05,4.7e-05,0.008498,1469.0
51658,0.0,939.68,17.095,48.445,1369.348,41.348,119.895,0.0,3.6479,7.4062,1.6563,0.0,0.0,0.162,0.06,0.228,0.0,0.732,0.006,0.0,0.0,0.003878,0.0,0.016715,0.000753,0.014351,0.000755,0.001505,0.0,0.001553,0.33201,0.63736,0.027219,3.63087,0.2345,1.3876,1.97277,5.5e-05,1.8e-05,0.008831,1602.0
51662,0.0,1196.57,70.580675,107.8558,478.1469,17.486,31.804275,0.0,32.80282,15.60194,19.37081,0.00306,0.00646,0.3111,0.11662,0.48518,0.22752,0.42772,0.02754,0.0,0.0,0.000439,1.7e-05,0.011486,9.1e-05,0.039663,0.000531,0.000201,1e-06,0.001614,0.04522,0.65158,0.0043,1.76398,0.16335,2.57578,1.35505,4.6e-05,0.000212,0.004997,726.0
51664,0.0,1238.739371,13.297206,24.480095,400.806064,26.336096,254.143795,0.0,4.202381,1.996587,3.414683,0.0,0.0,0.0,0.0,0.0,0.391,0.0,0.0,0.0,0.0,0.000203,2e-06,0.001164,8e-05,0.004747,0.001023,0.000298,3e-06,0.000325,0.034558,2.190868,0.600693,5.353104,0.073297,0.888213,1.097085,6.8e-05,2.7e-05,0.003454,696.4127
51666,0.0,1210.099473,105.553465,52.419397,777.018318,6.47915,14.243434,0.0,71.569036,14.809833,18.328678,0.0,0.009875,13.825423,2.715708,68.297589,0.16688,11.139341,0.681396,0.0,0.0,9.9e-05,0.0,0.01497,0.000167,0.012364,0.000577,0.000412,3e-06,0.000834,0.059,0.209605,0.005659,1.863902,0.138962,3.964537,0.68904,7.7e-05,0.000123,0.001767,965.49967
51668,0.0,357.32,19.471,35.524,409.58,5.742,9.604,0.0,6.8254,4.1282,4.5613,0.0,0.0,0.0,0.0,0.0,0.516,0.0,0.0,0.0,0.0,0.00182,5e-06,0.005948,0.00029,0.013331,0.001042,0.000316,3e-06,0.000844,0.05547,0.34356,0.007408,1.41609,0.1305,0.49705,0.53276,5.6e-05,4.6e-05,0.003076,481.0
51669,53.940559,1694.479809,57.908285,39.328017,1047.533212,23.894979,158.404318,0.0,15.947036,2.91937,34.689585,0.0,0.0,0.0,0.0,0.0,0.111,0.0,0.0,0.0,0.0,0.000547,1.2e-05,0.003619,0.000174,0.02547,0.0027,0.000913,1e-06,0.001159,0.038153,0.647047,0.021649,3.513304,0.193314,4.26621,1.121124,0.000145,6.7e-05,0.003314,1393.07359
51675,0.0,1251.5,14.45,51.79,1304.86,36.5,223.55,0.0,5.085,5.478,3.47,0.0,0.0,0.0,0.0,0.0,0.005,0.0,0.0,0.0,0.0,2.8e-05,0.0,0.013594,0.000212,0.0114,0.001552,0.001584,2e-06,0.001072,0.3224,0.9348,0.01345,3.0037,0.418,0.3076,1.5027,7.6e-05,1.3e-05,0.009135,1630.0
51681,10.725,2774.686054,165.65187,238.6174,1250.105,12.0975,63.6004,0.04,80.835425,30.102198,37.38325,0.09,0.995866,30.581053,7.770607,85.195225,1.24025,23.38915,3.410648,0.43,0.04,0.001211,4.1e-05,0.01908,0.000334,0.12267,0.002878,0.001701,6e-06,0.006105,0.1437,0.535322,0.026478,4.98405,0.47793,5.050367,2.244543,0.000141,0.00012,0.015593,1758.08247
51685,0.0,434.42,13.618,15.8212,336.8595,6.8,60.8,0.0,3.6887,0.8148,8.2311,0.1001,0.3215,0.8448,0.2655,0.6696,0.0373,0.06364,0.01454,0.0,0.0,0.000139,1e-06,0.000578,7e-05,0.005384,0.000248,0.000408,0.0,0.001223,0.076,0.32177,0.003049,2.13778,0.09293,0.680232,0.34898,1.7e-05,9e-06,0.00213,438.0
51686,0.0,2727.414451,216.594076,132.799616,1683.116323,23.472565,64.040207,0.072,104.253661,17.534685,83.554031,0.1,1.577866,21.839053,10.422607,67.747225,0.9565,10.46515,0.788648,0.18,0.008,0.002182,3e-06,0.027506,0.000502,0.041244,0.002543,0.001092,1.1e-05,0.00334,0.486705,2.221053,0.024743,4.606614,0.344572,7.699756,2.011193,0.000134,0.000122,0.022167,2147.41798
